,laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,height,width,Cpu Speed GHz,Cpu Company,has_SSD,has_HDD,GpuManufacturer
247,252,Asus,Gaming,17.3,16,Windows 10,3.6,2999.0,1920,1080,2.9,Intel,1,0,Nvidia
248,253,HP,Notebook,13.3,4,Windows 10,1.49,675.0,1920,1080,1.6,Intel,0,1,Intel
249,254,Other,Ultrabook,13.3,8,Other,1.37,2040.0,2560,1600,3.1,Intel,1,0,Intel
250,255,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,1920,1080,1.8,Intel,0,1,Intel
251,256,Asus,Gaming,17.3,16,Windows 10,4.3,1799.0,1920,1080,2.8,Intel,1,1,Nvidia
252,257,Asus,Notebook,15.6,4,Windows 10,1.68,469.0,1366,768,3.0,AMD,0,1,AMD
253,258,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,1849.0,1920,1080,1.8,Intel,1,0,Intel
254,259,Acer,Notebook,17.3,4,Windows 10,3.0,702.0,1920,1080,2.7,Intel,1,0,Nvidia
255,260,Dell,Ultrabook,13.3,8,Windows 10,1.41,949.0,1920,1080,1.6,Intel,1,0,Intel
256,261,HP,Notebook,15.6,8,Windows 10,1.91,445.9,1366,768,2.5,AMD,1,0,AMD
257,262,HP,Notebook,17.3,16,Windows 10,2.9,1059.0,1920,1080,1.8,Intel,0,1,Nvidia
258,263,Other,Gaming,17.3,16,Windows 10,4.14,2499.0,1920,1080,2.8,Intel,1,1,Nvidia
259,264,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1699.0,1920,1080,2.8,Intel,1,0,Nvidia
260,265,Dell,Notebook,17.3,8,Windows 10,2.8,1142.0,1920,1080,1.8,Intel,1,1,AMD
261,266,Lenovo,Notebook,15.6,4,Other,2.2,444.0,1920,1080,2.0,Intel,1,0,Intel
262,267,HP,Notebook,15.6,4,Windows 10,2.1,722.0,1920,1080,1.6,Intel,0,1,Intel
263,268,Dell,Notebook,15.6,4,Windows 10,2.18,657.0,1920,1080,2.5,Intel,0,1,Intel
264,269,Dell,Notebook,15.6,8,Windows 10,2.24,565.0,1920,1080,2.5,Intel,0,1,AMD
265,270,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,1920,1080,1.6,Intel,1,0,Intel
266,271,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,1920,1080,1.8,Intel,1,0,Intel
267,272,Lenovo,Notebook,15.6,4,Other,2.2,467.0,1920,1080,2.5,Intel,0,1,Intel
268,273,HP,Notebook,17.3,8,Windows 10,2.5,1018.0,1920,1080,1.8,Intel,0,1,Nvidia
269,274,Lenovo,Notebook,15.6,8,Windows 10,2.05,880.0,1920,1080,1.8,Intel,1,0,Intel
270,275,Other,Ultrabook,13.3,8,Other,1.37,1958.9,2560,1600,2.9,Intel,1,0,Intel
271,276,Asus,Gaming,17.3,16,Windows 10,3.2,1549.0,1920,1080,3.0,AMD,1,1,AMD
272,277,Dell,Notebook,15.6,8,Other,2.14,735.07,1920,1080,1.8,Intel,1,0,AMD
273,278,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,2499.0,2560,1440,2.6,Intel,1,0,Intel
274,279,Other,Notebook,15.6,8,Windows 10,2.2,812.0,1366,768,2.5,Intel,0,1,Nvidia
275,280,Dell,Notebook,15.6,12,Windows 10,2.3,713.07,1366,768,2.7,Intel,0,1,Intel
276,281,Dell,Notebook,17.3,8,Other,2.8,1099.0,1920,1080,1.8,Intel,1,1,AMD
277,282,Acer,Notebook,15.6,8,Windows 10,2.2,745.0,1920,1080,1.8,Intel,0,1,Nvidia
278,283,Lenovo,Notebook,17.3,4,Windows 10,2.8,489.0,1600,900,2.0,Intel,0,1,Intel
279,284,Lenovo,Notebook,17.3,8,Other,2.8,849.0,1920,1080,1.8,Intel,0,1,Nvidia
280,285,Lenovo,Notebook,17.3,6,Windows 10,2.8,859.0,1600,900,2.7,Intel,1,1,Nvidia
281,286,Dell,Notebook,15.6,4,Other,2.25,428.0,1920,1080,2.0,Intel,0,1,AMD
282,287,Lenovo,Gaming,15.6,8,Windows 10,2.5,829.0,1920,1080,2.5,Intel,1,0,Nvidia
283,288,Lenovo,Notebook,15.6,6,Windows 10,2.2,579.0,1920,1080,2.5,Intel,1,0,Intel
284,289,Acer,Notebook,15.6,8,Windows 10,3.0,951.0,1920,1080,1.8,Intel,1,0,Nvidia
285,290,Acer,Notebook,15.6,12,Windows 10,2.15,659.0,1920,1080,2.7,Intel,0,1,Intel
286,291,Lenovo,Notebook,15.6,8,Windows 10,1.95,1097.0,1920,1080,2.7,Intel,1,0,Intel
287,292,Asus,Ultrabook,15.6,8,Windows 10,1.7,977.0,1920,1080,2.5,Intel,1,0,Nvidia
288,293,Lenovo,Gaming,15.6,16,Windows 10,2.5,1179.0,1920,1080,2.8,Intel,1,1,Nvidia
289,294,Lenovo,Notebook,15.6,8,Other,2.2,659.01,1920,1080,2.7,Intel,0,1,Nvidia
290,295,Acer,Notebook,15.6,2,Other,2.19,199.0,1366,768,1.5,Intel,1,0,Intel
291,296,Asus,Gaming,17.3,8,Windows 10,3.0,1187.0,1920,1080,2.8,Intel,0,1,Nvidia
292,297,HP,Notebook,17.3,8,Windows 10,2.54,489.0,1600,900,2.0,Intel,0,1,Intel
293,298,Dell,Notebook,15.6,8,Windows 10,2.0,1829.0,1920,1080,2.8,Intel,1,0,Nvidia
294,299,Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,1920,1080,1.6,Intel,1,0,Intel
295,300,Lenovo,Gaming,15.6,8,Windows 10,3.2,1299.0,1920,1080,2.8,Intel,0,1,Nvidia
296,301,Acer,Notebook,15.6,8,Other,2.5,979.0,1920,1080,2.8,Intel,1,0,Nvidia
297,302,Dell,Workstation,17.3,16,Windows 10,3.42,2884.86,1920,1080,2.9,Intel,1,0,Nvidia
298,303,Lenovo,Notebook,15.6,6,Windows 10,2.4,499.0,1920,1080,2.4,AMD,0,1,AMD
299,304,Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,1920,1080,2.7,Intel,1,0,Nvidia
300,305,Asus,Notebook,14.0,4,Windows 10,1.3,509.0,1366,768,2.4,Intel,1,0,Intel
301,306,Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,1920,1080,2.8,Intel,1,1,Nvidia
302,307,Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,1600,900,2.5,Intel,0,1,Nvidia
303,308,Lenovo,Notebook,15.6,8,Other,2.2,549.0,1366,768,2.5,Intel,0,1,Nvidia
304,309,Asus,Gaming,15.6,8,Windows 10,2.5,1265.0,1920,1080,2.8,Intel,1,1,Nvidia
305,310,Lenovo,Notebook,15.6,4,Other,2.2,359.99,1366,768,1.1,Intel,0,1,Intel
306,311,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,1920,1080,2.8,Intel,1,0,Intel
307,312,Other,Notebook,15.6,8,Windows 10,2.2,1043.0,1920,1080,2.5,Intel,1,0,Nvidia
308,313,Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,1920,1080,2.5,Intel,1,1,Nvidia
309,314,HP,Notebook,15.6,4,Windows 10,1.86,469.0,1920,1080,2.0,Intel,0,1,Intel
310,315,Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,1920,1080,2.5,Intel,1,0,Intel
311,316,Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,3840,2160,1.8,Intel,1,0,Intel
312,317,Other,Gaming,15.6,16,Windows 10,2.8,2099.0,1920,1080,2.8,Intel,1,1,Nvidia
313,318,Acer,Notebook,15.6,8,Windows 10,2.23,469.0,1920,1080,2.2,AMD,1,0,AMD
314,319,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,1366,768,1.1,Intel,0,0,Intel
315,320,Dell,Notebook,15.6,8,Windows 10,2.33,844.0,1920,1080,1.6,Intel,1,1,AMD
316,321,HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,3840,2160,1.8,Intel,1,0,Intel
317,322,Lenovo,Notebook,13.3,4,Other,1.45,459.9,1366,768,1.6,Intel,0,0,Intel
318,323,HP,Notebook,14.0,8,Windows 10,1.95,980.0,1920,1080,2.5,Intel,1,0,Intel
319,324,Acer,Notebook,11.6,4,Windows 10,1.4,485.0,1366,768,1.6,Intel,0,0,Intel
320,325,HP,Notebook,14.0,8,Windows 10,1.48,1292.0,1920,1080,2.7,Intel,1,0,Intel
321,326,Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,1600,900,2.5,Intel,0,1,Nvidia
322,327,Asus,Notebook,14.0,8,Windows 10,2.0,1094.0,1920,1080,2.7,Intel,1,0,Intel
323,329,HP,Notebook,15.6,8,Windows 10,2.1,902.0,1366,768,1.8,Intel,0,1,Intel
324,330,Acer,Notebook,15.6,8,Windows 10,2.2,659.0,1366,768,2.7,AMD,1,0,AMD
325,331,Lenovo,Notebook,14.0,4,Windows 10,1.44,292.0,1366,768,1.1,Intel,0,0,Intel
326,332,Acer,Notebook,15.6,6,Windows 10,2.23,549.0,1366,768,2.5,Intel,0,1,Intel
327,333,Asus,Ultrabook,15.6,8,Windows 10,1.7,1049.9,1920,1080,2.7,Intel,1,0,Nvidia
328,334,HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,1920,1080,2.7,Intel,1,0,Intel
329,335,Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,3840,2160,2.8,Intel,1,0,Nvidia
330,336,Other,Gaming,17.3,8,Windows 10,2.7,1199.0,1920,1080,2.8,Intel,1,1,Nvidia
331,337,Other,Notebook,15.6,8,Windows 10,2.0,943.0,1920,1080,2.5,Intel,1,0,Intel
332,338,Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,1920,1080,2.7,Intel,1,1,Intel
333,339,Lenovo,Notebook,15.6,4,Windows 10,1.85,449.0,1920,1080,2.0,Intel,0,1,Intel
334,340,Asus,Gaming,15.6,8,Windows 10,2.5,999.0,1920,1080,2.8,Intel,1,0,Nvidia
335,341,HP,Notebook,14.0,8,Windows 10,1.48,1268.0,1920,1080,2.6,Intel,1,0,Intel
336,342,Dell,Ultrabook,15.6,8,Windows 10,1.9,1049.0,1920,1080,1.6,Intel,1,1,Nvidia
337,343,HP,Notebook,15.6,8,Windows 10,1.84,1144.0,1920,1080,2.5,Intel,1,0,Intel
338,344,Asus,Notebook,15.6,4,Other,2.0,274.99,1366,768,1.1,Intel,0,1,Intel
339,345,Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,1920,1080,1.6,Intel,1,0,Nvidia
340,346,Dell,Notebook,15.6,4,Other,2.2,274.9,1366,768,1.6,Intel,0,1,Intel
341,347,Lenovo,Notebook,15.6,12,Windows 10,2.2,899.0,1920,1080,3.6,AMD,0,1,AMD
342,348,HP,Notebook,15.6,8,Windows 10,2.1,716.0,1920,1080,2.4,Intel,0,1,Nvidia
343,349,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,3840,2160,1.8,Intel,1,0,Intel
344,350,Dell,Ultrabook,13.3,8,Windows 10,1.2,1579.0,1920,1080,1.8,Intel,1,0,Intel
345,351,Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,1920,1080,2.8,Intel,1,1,Nvidia
346,352,HP,Notebook,14.0,2,Windows 10,1.44,279.0,1366,768,1.6,Intel,0,0,Intel
347,353,Dell,Ultrabook,15.6,16,Windows 10,1.88,1607.96,1920,1080,1.9,Intel,1,0,Intel
348,354,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,1366,768,1.1,Intel,0,0,Intel
349,355,Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,1920,1080,1.6,Intel,0,1,AMD
350,356,Dell,Notebook,15.6,16,Windows 10,2.06,2027.42,3840,2160,2.8,Intel,1,0,Nvidia
351,357,HP,Notebook,15.6,8,Windows 10,1.84,1304.0,1920,1080,2.7,Intel,1,0,Intel
352,358,Other,Gaming,17.3,8,Windows 10,2.7,1409.0,1920,1080,2.8,Intel,1,1,Nvidia
353,359,HP,Workstation,15.6,8,Windows 10,2.6,1738.27,1920,1080,2.8,Intel,1,0,Nvidia
354,360,Other,Notebook,15.6,16,Windows 10,2.4,1403.0,1920,1080,2.5,Intel,1,0,Nvidia
355,361,Dell,Notebook,15.6,8,Windows 10,2.02,970.9,1920,1080,1.8,Intel,1,1,AMD
356,362,Lenovo,Notebook,15.6,4,Other,2.2,321.99,1366,768,1.1,Intel,0,1,Intel
357,363,Dell,Gaming,15.6,8,Windows 10,2.65,999.0,1920,1080,2.5,Intel,0,1,Nvidia
358,364,Dell,Notebook,15.6,8,Windows 10,2.36,557.37,1366,768,2.5,Intel,0,1,Intel
359,365,Dell,Notebook,14.0,8,Windows 10,1.36,1427.0,1920,1080,2.6,Intel,1,0,Intel
360,366,HP,Notebook,15.6,4,Windows 10,1.86,439.0,1366,768,2.0,Intel,0,1,Intel
361,367,Asus,Notebook,14.0,8,Windows 10,2.0,945.0,1920,1080,2.5,Intel,1,0,Intel
362,368,Lenovo,Notebook,17.3,6,Windows 10,2.8,719.0,1600,900,2.5,Intel,1,1,Nvidia
363,369,HP,Notebook,15.6,8,Windows 10,1.86,639.0,1920,1080,2.5,Intel,0,1,Intel
364,370,Lenovo,Notebook,15.6,8,Other,2.2,499.0,1366,768,2.0,Intel,1,0,Nvidia
365,371,HP,Notebook,15.6,8,Windows 10,2.04,389.0,1366,768,1.6,Intel,0,1,Intel
366,372,Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,1920,1080,1.6,Intel,1,1,AMD
367,373,Lenovo,Gaming,15.6,8,Other,2.4,809.0,1920,1080,2.5,Intel,1,1,Nvidia
368,374,Dell,Notebook,15.6,8,Windows 10,2.33,899.0,1920,1080,2.7,Intel,1,0,AMD
369,375,HP,Ultrabook,14.0,8,Windows 10,1.36,1750.0,1920,1080,2.7,Intel,1,0,Intel
370,376,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,1920,1080,2.7,Intel,1,1,Nvidia
371,377,Acer,Notebook,15.6,4,Windows 10,2.1,426.0,1366,768,3.0,AMD,1,0,AMD
372,378,Asus,Gaming,17.3,16,Windows 10,3.25,2199.0,1920,1080,3.0,AMD,1,1,AMD
373,379,Lenovo,Notebook,17.3,4,Windows 10,2.6,489.0,1600,900,2.2,AMD,1,0,AMD
374,380,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,1920,1080,1.8,Intel,1,0,Intel
375,381,HP,Notebook,15.6,4,Windows 10,1.91,488.99,1920,1080,3.0,AMD,1,0,AMD
376,382,Lenovo,Netbook,11.6,4,Windows 10,1.59,553.0,1366,768,1.1,Intel,1,0,Intel
377,383,Dell,Notebook,15.6,4,Windows 10,1.8,309.0,1366,768,1.6,Intel,0,1,Intel
378,384,Asus,Notebook,14.0,4,Windows 10,1.5,286.0,1366,768,1.1,Intel,0,0,Intel
379,385,Acer,Notebook,15.6,8,Other,2.4,846.0,1920,1080,2.8,Intel,0,1,Nvidia
380,386,HP,Gaming,17.3,8,Windows 10,3.35,1191.0,1920,1080,2.8,Intel,1,1,Nvidia
381,387,Lenovo,Notebook,15.6,4,Other,1.85,403.5,1920,1080,2.0,Intel,1,0,Intel
382,388,Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,1920,1080,2.8,Intel,1,1,Nvidia
383,389,Lenovo,Notebook,14.0,8,Windows 10,1.5,1099.0,1920,1080,2.5,Intel,1,0,Nvidia
384,390,Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,1920,1080,2.7,Intel,1,0,Intel
385,391,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,2560,1440,2.7,Intel,1,0,Intel
386,392,Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,1920,1080,2.4,Intel,1,0,Intel
387,393,Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,1920,1080,2.6,Intel,0,1,AMD
388,394,Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,1920,1080,2.7,Intel,1,0,Nvidia
389,395,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,2560,1440,2.7,Intel,1,0,Intel
390,396,Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,1920,1080,2.8,Intel,0,1,Nvidia
391,397,Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,1920,1080,2.8,Intel,1,1,Nvidia
392,399,Acer,Notebook,15.6,12,Windows 10,2.2,693.99,1366,768,1.6,Intel,0,1,Nvidia
393,400,Other,Gaming,17.3,8,Windows 10,2.7,1349.0,1920,1080,2.8,Intel,1,0,Nvidia
394,401,Dell,Notebook,15.6,8,Other,2.33,778.87,1920,1080,2.7,Intel,1,0,AMD
395,402,HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,1920,1080,3.0,AMD,1,0,AMD
396,403,Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,1920,1080,1.8,Intel,1,0,AMD
397,404,Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,1920,1080,2.5,Intel,1,0,Intel
398,405,Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,3840,2160,2.8,Intel,1,0,Nvidia
399,406,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,2560,1440,2.7,Intel,1,0,Intel
400,407,Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,1366,768,1.1,Intel,0,1,Intel
401,408,Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,1920,1080,2.8,Intel,1,1,Nvidia
402,409,Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,1920,1080,1.6,Intel,1,1,AMD
403,410,Acer,Notebook,15.6,8,Other,2.5,879.0,1920,1080,2.8,Intel,1,0,Nvidia
404,411,Other,Gaming,17.3,16,Windows 10,2.8,2249.0,1920,1080,2.8,Intel,1,1,Nvidia
405,412,Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,1920,1080,2.7,Intel,1,0,Intel
406,413,Other,Ultrabook,13.3,16,Windows 10,1.2,1747.0,1920,1080,2.5,Intel,1,0,Intel
407,414,Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,1920,1080,2.8,Intel,1,0,Intel
408,415,Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,1920,1080,2.0,Intel,0,1,Intel
409,416,Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,1366,768,1.1,Intel,0,0,Intel
410,417,Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,1920,1080,2.8,Intel,1,0,Nvidia
411,418,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,2560,1440,2.8,Intel,1,0,Nvidia
412,419,HP,Notebook,15.6,4,Windows 10,2.1,469.0,1920,1080,2.0,Intel,0,1,AMD
413,420,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,1920,1080,2.5,Intel,1,0,Intel
414,421,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,1920,1080,2.5,Intel,1,0,Intel
415,422,Dell,Notebook,15.6,4,Other,2.3,598.9,1920,1080,2.5,Intel,1,0,AMD
416,423,Dell,Notebook,13.3,4,Windows 10,1.65,689.0,1366,768,2.0,Intel,1,0,Intel
417,424,HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,1920,1080,2.5,Intel,1,0,Intel
418,425,Dell,Notebook,15.6,8,Windows 10,2.14,539.95,1366,768,2.5,Intel,0,1,Intel
419,426,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,1920,1080,1.8,Intel,1,0,AMD
420,427,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,3840,2160,2.8,Intel,1,0,Nvidia
421,428,Other,Notebook,12.3,6,Windows 10,1.4,449.0,2736,1824,1.1,Intel,0,0,Intel
422,429,HP,Notebook,15.6,8,Windows 10,2.31,1427.0,1920,1080,2.9,Intel,1,0,Intel
423,430,Asus,Notebook,15.6,8,Other,2.3,597.0,1920,1080,2.4,Intel,0,1,Nvidia
424,431,Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,2560,1440,2.9,Intel,1,1,Nvidia
425,432,Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,1920,1080,2.8,Intel,1,1,Nvidia
426,433,Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,1920,1080,1.8,Intel,1,1,AMD
427,434,Dell,Ultrabook,14.0,8,Other,1.6,1099.0,1920,1080,2.8,Intel,1,0,Intel
428,435,HP,Gaming,17.3,12,Windows 10,3.35,1999.0,1920,1080,2.8,Intel,1,1,Nvidia
429,436,Other,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,1920,1080,1.1,Intel,1,0,Intel
430,437,Other,Netbook,11.6,4,Other,1.15,269.0,1366,768,1.6,Intel,0,0,Intel
431,438,Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,1920,1080,2.7,Intel,1,0,Intel
432,439,Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,1920,1080,2.7,Intel,1,0,Intel
433,440,Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,3840,2160,2.8,Intel,1,0,Nvidia
434,441,Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,1920,1080,2.9,Intel,1,0,Nvidia
435,442,Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,1920,1080,3.2,AMD,1,1,AMD
436,443,HP,Notebook,15.6,4,Windows 10,2.1,347.0,1366,768,1.6,Intel,0,1,Intel
437,444,Other,Ultrabook,12.3,16,Other,1.1,2199.0,2400,1600,1.3,Intel,1,0,Intel
438,445,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,2560,1440,2.7,Intel,1,0,Intel
439,446,Asus,Notebook,15.6,4,Other,2.0,559.0,1920,1080,2.5,Intel,1,0,Intel
440,447,Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,1600,900,2.5,AMD,0,1,AMD
441,448,Dell,Notebook,15.6,4,Windows 10,2.2,749.0,1920,1080,1.6,Intel,1,0,AMD
442,449,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,1920,1080,2.5,Intel,1,0,Intel
443,450,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,1920,1080,1.1,Intel,1,0,Intel
444,451,HP,Gaming,15.6,8,Windows 10,2.2,1099.0,1920,1080,2.8,Intel,1,1,Nvidia
445,452,Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,1920,1080,2.8,Intel,1,0,Nvidia
446,453,Acer,Notebook,15.6,4,Other,2.4,441.8,1366,768,2.5,Intel,0,1,Intel
447,454,Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,1920,1080,3.0,Intel,0,1,Nvidia
448,455,Other,Gaming,15.6,8,Windows 10,2.2,1027.74,1920,1080,2.5,Intel,1,0,Nvidia
449,456,Other,Ultrabook,13.5,16,Other,1.25,2589.0,2256,1504,2.5,Intel,1,0,Intel
450,457,HP,Notebook,15.6,8,Windows 10,1.91,589.0,1366,768,2.5,Intel,1,0,Intel
451,458,Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,1920,1080,2.7,Intel,1,0,Nvidia
452,459,HP,Workstation,15.6,8,Windows 10,2.31,1534.0,1920,1080,2.9,Intel,1,0,Intel
453,460,Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,1920,1080,2.5,Intel,1,0,Intel
454,461,Dell,Notebook,15.6,8,Windows 10,2.36,979.0,1920,1080,1.8,Intel,1,1,AMD
455,462,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,1366,768,1.6,Intel,0,1,Intel
456,463,Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,1920,1080,2.7,Intel,0,1,Nvidia
457,464,Other,Ultrabook,13.5,4,Other,1.252,989.0,2256,1504,2.2,Intel,1,0,Intel
458,465,Other,Ultrabook,13.5,8,Other,1.25,1799.0,2256,1504,2.5,Intel,1,0,Intel
459,466,HP,Notebook,17.3,8,Windows 10,2.5,639.9,1600,900,2.0,Intel,1,0,Intel
460,467,Acer,Notebook,15.6,4,Windows 10,2.23,544.0,1920,1080,2.0,Intel,0,1,Nvidia
461,468,Acer,Netbook,11.6,4,Windows 10,1.4,435.0,1366,768,1.6,Intel,1,0,Intel
462,469,Asus,Notebook,15.6,8,Windows 10,2.37,749.0,1920,1080,2.5,Intel,0,1,Intel
463,470,Lenovo,Notebook,14.0,8,Other,1.5,799.0,1920,1080,2.7,Intel,1,0,AMD
464,471,Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,1920,1080,2.9,Intel,1,0,Nvidia
465,472,Asus,Notebook,15.6,4,Windows 10,2.0,304.0,1366,768,1.1,Intel,0,1,Intel
466,473,Acer,Notebook,15.6,4,Windows 10,2.2,469.0,1366,768,2.0,Intel,0,1,Nvidia
467,474,Dell,Notebook,15.6,8,Windows 10,2.02,759.0,1920,1080,1.6,Intel,0,1,AMD
468,475,HP,Gaming,17.3,12,Windows 10,3.78,1699.0,1920,1080,2.8,Intel,0,1,Nvidia
469,476,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,2560,1440,2.6,Intel,1,0,Intel
470,477,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,3840,2160,1.8,Intel,1,0,Intel
471,478,HP,Notebook,15.6,8,Windows 10,1.9,1154.0,1920,1080,2.5,Intel,0,1,AMD
472,479,Other,Ultrabook,12.3,8,Other,1.1,1275.0,2400,1600,1.2,Intel,1,0,Intel
473,480,Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,1920,1080,1.6,Intel,1,0,Intel
474,481,Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,3840,2160,2.6,Intel,1,1,Intel
475,482,Dell,Notebook,14.0,8,Windows 10,1.79,740.0,1366,768,2.3,Intel,1,0,Intel
476,483,Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,1920,1080,2.8,Intel,1,0,Nvidia
477,484,Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,1920,1080,2.5,Intel,1,0,Intel
478,485,Dell,Notebook,15.6,8,Windows 10,2.2,675.0,1920,1080,1.6,Intel,0,1,AMD
479,486,Other,Notebook,13.3,8,Windows 10,1.05,1672.0,1920,1080,2.5,Intel,1,0,Intel
480,487,Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,1920,1080,1.8,Intel,1,0,Nvidia
481,488,Dell,Notebook,15.6,4,Windows 10,2.18,586.6,1366,768,2.4,Intel,0,1,Intel
482,489,HP,Notebook,13.3,4,Windows 10,1.49,726.0,1920,1080,1.6,Intel,1,0,Intel
483,490,Other,Notebook,15.6,4,Windows 10,1.89,248.9,1920,1080,1.44,Intel,0,0,Intel
484,491,Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,1366,768,2.0,Intel,1,0,Intel
485,492,Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,1920,1080,1.6,Intel,1,0,Intel
486,493,Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,1920,1080,2.7,Intel,1,0,Nvidia
487,494,Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,1920,1080,2.8,Intel,1,0,Nvidia
488,495,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,1920,1080,2.7,Intel,1,0,Intel
489,496,Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,1920,1080,2.7,Intel,1,0,Intel
490,497,Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,1920,1080,2.5,Intel,1,0,Nvidia
491,498,Other,Ultrabook,13.3,32,Windows 10,1.05,2799.0,1920,1080,2.7,Intel,1,0,Intel
