,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
16053,8651442910,20150325T000000,247500.0,4,2.0,1710,5200,1.0,0,0,4,7,910,800,1977,0,98042,47.3634,-122.09,1560,5200
10941,8682262190,20150319T000000,480000.0,2,2.0,1350,4220,1.0,0,0,3,8,1350,0,2004,0,98053,47.718,-122.034,1350,4409
2129,7100000135,20140520T000000,330000.0,2,1.0,860,8308,1.0,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308
13038,1770000330,20141003T000000,500000.0,4,2.75,2630,15000,1.0,0,0,4,7,1690,940,1976,0,98072,47.7425,-122.089,1800,16500
11136,7277100055,20150224T000000,500000.0,3,2.25,2210,7680,1.0,0,2,3,8,1730,480,1972,0,98177,47.7729,-122.389,2390,7680
2392,798000342,20140815T000000,300000.0,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,0,98168,47.5003,-122.328,1610,10000
17742,4278900110,20141009T000000,969500.0,3,3.25,2080,3025,2.0,0,2,4,8,1220,860,1984,0,98122,47.6051,-122.289,2680,6518
7534,9202650100,20141010T000000,622000.0,3,2.5,1950,7481,2.0,0,0,3,8,1950,0,1987,0,98027,47.564,-122.091,1980,8479
8372,6450303950,20140505T000000,435000.0,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250
6180,1266200130,20140615T000000,650000.0,3,1.75,2140,9484,1.0,0,0,3,7,1290,850,1953,0,98004,47.6234,-122.191,1960,9630
7925,5309100515,20150120T000000,537000.0,4,1.75,1580,3635,1.0,0,0,4,7,790,790,1910,0,98117,47.6795,-122.371,1190,3638
16030,6300000396,20141216T000000,375000.0,3,1.75,1380,5060,1.0,0,0,3,7,1380,0,1986,0,98133,47.7059,-122.341,1030,5060
14300,8732000410,20150114T000000,272000.0,3,1.5,1760,9600,1.0,0,0,4,7,1760,0,1966,0,98031,47.4085,-122.195,1450,9600
11888,2464400435,20150420T000000,567000.0,3,1.75,1630,4275,1.5,0,3,3,7,1630,0,1908,0,98115,47.6851,-122.322,1800,4275
2589,5061300030,20140508T000000,134000.0,2,1.5,980,5000,2.0,0,0,3,7,980,0,1922,2003,98014,47.7076,-121.359,1040,5000
16576,5454200080,20140811T000000,968000.0,4,1.75,2630,9645,1.0,0,0,4,9,2630,0,1963,0,98040,47.5459,-122.228,2690,10439
15343,4397010480,20150413T000000,425000.0,3,2.75,2600,10874,2.0,0,0,3,9,2600,0,1994,0,98042,47.3815,-122.146,2800,11504
15807,4123830480,20140610T000000,392000.0,4,2.75,1940,6555,2.0,0,0,3,8,1940,0,1990,0,98038,47.3701,-122.041,1840,6912
131,9545240070,20150428T000000,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793
711,7967200060,20140908T000000,243000.0,3,1.75,1450,12125,1.0,0,0,4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125
598,662310400,20141017T000000,515000.0,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995
9685,4307351180,20140915T000000,430000.0,5,3.0,3880,8432,2.0,0,0,3,7,3880,0,2004,0,98056,47.4806,-122.176,2620,5623
3088,7885801460,20150106T000000,325000.0,4,2.5,2260,5702,2.0,0,0,3,8,2260,0,2002,0,98042,47.3488,-122.151,2450,6381
13123,2322069010,20141007T000000,1180000.0,5,5.0,3960,94089,2.0,0,0,3,10,3960,0,1998,0,98038,47.38,-122.011,2240,64468
1737,5402100045,20150311T000000,189950.0,4,2.0,1910,4225,1.0,0,0,4,6,910,1000,1919,0,98001,47.3084,-122.234,1060,4800
2868,8813400405,20140616T000000,763101.0,3,1.75,1990,5560,1.0,0,0,4,7,1100,890,1939,0,98105,47.664,-122.287,1460,3706
1299,8648220260,20150324T000000,284000.0,3,1.75,1530,9600,1.0,0,0,3,7,1200,330,1988,0,98042,47.3594,-122.076,1680,9680
10412,3876311860,20141226T000000,525000.0,3,2.0,1620,7800,1.0,0,0,3,7,1200,420,1969,0,98034,47.7288,-122.171,1540,7565
13831,705000120,20150406T000000,395000.0,3,1.0,950,6951,1.0,0,0,4,7,950,0,1950,0,98125,47.7263,-122.3,1410,7200
10055,7308900445,20140724T000000,375000.0,3,1.0,1870,7671,1.0,0,0,4,8,1720,150,1937,0,98177,47.7162,-122.36,1460,7679
17208,9541600280,20140823T000000,620000.0,3,1.75,1670,9900,1.0,0,0,4,8,1670,0,1957,0,98005,47.595,-122.172,2410,8800
15555,1922059298,20150414T000000,175000.0,3,1.0,1460,11880,1.0,0,0,2,7,1460,0,1961,0,98030,47.3762,-122.219,1310,9315
12428,3624039074,20150504T000000,430000.0,3,1.0,1210,5200,1.0,0,0,3,6,1210,0,1941,0,98126,47.531,-122.373,890,5200
18200,624110110,20150222T000000,1063000.0,5,4.5,4820,13165,2.0,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810
2219,2781260370,20150128T000000,398000.0,4,2.5,2820,5510,2.0,0,0,3,9,2820,0,2005,0,98038,47.3477,-122.024,2820,5510
6998,9161100460,20150323T000000,525000.0,2,1.0,1000,4950,1.0,0,0,3,7,800,200,1948,0,98116,47.5671,-122.394,1060,5500
8524,7212651210,20141106T000000,320000.0,4,2.75,2150,9163,1.0,0,0,3,8,1340,810,1992,0,98003,47.266,-122.307,2260,7750
6954,6021500840,20140703T000000,588000.0,5,3.0,2190,4900,2.0,0,0,5,7,1490,700,1940,0,98117,47.6892,-122.386,1370,4606
7823,1102000237,20150428T000000,712500.0,4,2.75,2420,11201,1.0,0,1,3,8,1420,1000,1948,1999,98118,47.5459,-122.265,3170,9385
21055,3814900210,20140829T000000,471275.0,4,2.5,3361,5038,2.0,0,0,3,9,3361,0,2014,0,98092,47.3269,-122.165,2316,4105
788,2329500260,20140709T000000,232500.0,3,1.5,1940,9887,1.0,0,0,4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936
1356,3904940070,20150227T000000,643000.0,4,2.5,2270,8391,2.0,0,0,3,8,2270,0,1988,0,98029,47.574,-122.013,2420,8391
4666,2473410690,20140623T000000,324000.0,4,1.75,2110,7208,1.0,0,0,3,8,1170,940,1975,0,98058,47.4464,-122.129,1820,7208
14812,3459600330,20150209T000000,925000.0,3,2.75,3640,10300,1.0,0,0,4,9,2060,1580,1979,0,98006,47.5612,-122.146,3110,10625
5257,5071400104,20140626T000000,690000.0,5,3.5,2720,7598,2.0,0,0,3,8,1860,860,1993,0,98115,47.6931,-122.283,2430,7728
19136,6303400475,20140911T000000,227000.0,4,1.0,1120,8763,1.0,0,0,3,6,1120,0,1971,0,98146,47.508,-122.358,1120,8636
8679,1239400064,20150304T000000,895000.0,4,2.5,2850,8526,2.0,0,0,3,9,2850,0,1998,0,98033,47.6747,-122.191,2440,7072
12407,9206950200,20150310T000000,352000.0,2,2.5,1320,1957,1.0,0,0,3,8,660,660,2004,0,98106,47.5364,-122.365,1420,2198
9919,767000159,20140821T000000,337900.0,3,3.5,1500,1471,3.0,0,0,3,7,1500,0,1999,0,98177,47.7034,-122.362,1500,1445
20481,8091670730,20140902T000000,416000.0,4,2.5,2890,6322,2.0,0,0,3,8,2890,0,2011,0,98038,47.3494,-122.044,2380,5738
17730,1370804115,20141106T000000,515000.0,2,1.0,1640,5200,1.0,0,0,4,7,1040,600,1937,0,98199,47.6426,-122.403,1780,5040
14856,324000530,20150323T000000,459000.0,3,1.0,1320,5000,1.5,0,0,3,7,1320,0,1912,0,98116,47.5711,-122.386,1320,4179
10291,3330500075,20150424T000000,465000.0,3,1.0,930,3348,1.0,0,0,4,6,930,0,1926,0,98118,47.5532,-122.277,1210,3348
11613,6431000196,20140604T000000,519000.0,2,1.0,830,2820,1.0,0,0,4,7,830,0,1920,0,98103,47.689,-122.347,1460,3150
11282,1997200060,20140908T000000,270000.0,1,1.0,720,5196,1.0,0,0,3,7,720,0,1911,0,98103,47.6928,-122.337,1580,5762
7921,3904960910,20140917T000000,635000.0,4,2.5,3050,7238,2.0,0,0,3,8,3050,0,1989,0,98029,47.5772,-122.013,2580,7228
12377,7899800045,20140828T000000,107000.0,3,1.5,910,5120,1.0,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132
20444,4305600360,20150225T000000,500012.0,4,2.5,2400,9612,1.0,0,0,3,8,1230,1170,1962,2009,98059,47.4799,-122.127,2430,5539
15221,1250203135,20140701T000000,725000.0,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288,3030,7119
9241,1973800150,20150402T000000,480000.0,4,2.25,2330,14190,1.0,0,0,3,8,1740,590,1962,0,98034,47.718,-122.242,2330,14190
1735,2115200160,20140605T000000,445000.0,4,2.5,2340,3784,2.0,0,0,3,8,2340,0,2008,0,98106,47.535,-122.348,1730,4000
6562,3438503140,20140918T000000,269000.0,1,1.0,1020,7920,1.0,0,0,3,7,1020,0,1947,1983,98106,47.5385,-122.355,1000,7168
8338,6902000100,20140915T000000,500000.0,3,1.75,2420,65501,2.0,0,1,3,8,2420,0,1984,0,98074,47.6525,-122.087,2970,19036
12376,4053200926,20141205T000000,357000.0,4,2.75,2700,49428,1.0,0,0,4,9,2700,0,1988,0,98042,47.3168,-122.079,2728,85905
9995,322059264,20140926T000000,279000.0,2,1.0,1020,47044,1.0,0,0,5,7,1020,0,1904,1958,98042,47.4206,-122.155,1930,12139
7755,2806800090,20141104T000000,390000.0,3,1.75,2200,8036,1.0,0,0,3,7,1270,930,1978,0,98011,47.7763,-122.209,1850,7563
11580,3260701160,20150407T000000,286500.0,3,2.0,1840,8140,1.0,0,0,4,7,1040,800,1975,0,98003,47.3106,-122.325,1600,6720
12866,8647800040,20150325T000000,280000.0,3,2.5,1600,6700,2.0,0,0,3,8,1600,0,1991,0,98042,47.3618,-122.074,1790,7577
12532,9136103026,20150305T000000,539000.0,3,1.75,1380,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750
17607,4046601460,20140606T000000,407193.0,4,2.0,1880,14653,2.0,0,0,3,8,1880,0,1978,0,98014,47.6959,-121.921,1750,14858
955,5489200435,20140904T000000,550000.0,4,3.0,2670,5000,2.0,0,2,3,7,2670,0,1916,1978,98126,47.5784,-122.377,2300,5000
12967,2325059101,20150506T000000,487000.0,3,1.75,1430,12632,1.0,0,0,3,7,1430,0,1959,0,98008,47.6371,-122.123,1750,10350
961,7715800570,20150413T000000,385000.0,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1982,0,98074,47.6273,-122.062,1650,9030
13931,8815400410,20150403T000000,860000.0,4,1.75,1890,4500,2.0,0,0,5,7,1490,400,1937,0,98115,47.6751,-122.289,1890,5000
14589,6861700156,20141027T000000,1045000.0,4,2.25,2630,4000,2.0,0,0,5,9,1810,820,1909,0,98102,47.6393,-122.317,2370,4700
185,825059270,20141121T000000,1095000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270
7933,7159200040,20140917T000000,2900000.0,4,3.25,4580,4838,2.0,0,3,4,11,3080,1500,1991,0,98109,47.6305,-122.354,3540,6483
6108,7519001990,20141027T000000,361500.0,2,1.0,840,3860,1.0,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860
1461,2919700885,20140826T000000,459000.0,4,2.0,1560,3840,1.0,0,0,4,6,960,600,1924,0,98117,47.6882,-122.365,1560,4800
20571,7234600820,20150327T000000,552500.0,3,1.5,1300,1435,2.0,0,0,3,8,1120,180,2007,0,98122,47.6114,-122.31,1320,1652
15305,1565600130,20140821T000000,275000.0,5,1.75,2180,9178,1.0,0,0,3,7,1140,1040,1963,0,98188,47.4364,-122.28,2140,9261
14798,424069018,20140905T000000,998000.0,3,3.75,3710,34412,2.0,0,0,3,10,2910,800,1978,0,98075,47.5888,-122.04,2390,34412
19523,9407000230,20141204T000000,240000.0,3,1.0,1600,12566,1.0,0,0,4,7,1600,0,1971,0,98045,47.4431,-121.765,1600,10650
19257,6790200110,20150102T000000,675000.0,5,2.75,2570,12906,2.0,0,0,3,8,2570,0,1987,0,98075,47.5814,-122.05,2580,12927
2427,9423400193,20141226T000000,473000.0,3,2.75,1050,7200,1.0,0,0,3,7,1050,0,1985,0,98125,47.7163,-122.303,1860,9000
15620,2225079030,20141212T000000,180000.0,2,1.0,960,87991,1.5,0,0,3,5,960,0,1946,0,98014,47.63,-121.9,1940,392040
16805,1240700170,20140609T000000,1017100.0,4,3.75,4060,19290,2.0,0,0,3,10,4060,0,2002,0,98074,47.6051,-122.053,4020,13250
13821,6411600043,20140702T000000,389000.0,4,1.75,2400,7700,1.5,0,0,4,7,1500,900,1927,0,98133,47.7125,-122.332,1530,7700
10710,8564700240,20141017T000000,575000.0,3,2.5,2610,7301,2.0,0,0,3,8,2610,0,2004,0,98072,47.7614,-122.139,2460,7181
9636,5101406384,20141020T000000,574500.0,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,1930,0,98125,47.7014,-122.313,1220,5112
14999,9268200585,20140903T000000,555950.0,2,1.0,1220,5040,1.0,0,0,3,7,1220,0,1961,0,98117,47.6957,-122.364,1420,5040
19042,2325039067,20140507T000000,690000.0,3,2.0,1760,6428,1.0,0,0,4,7,980,780,1942,0,98199,47.6388,-122.397,1760,6004
8890,2113701095,20140717T000000,150000.0,2,1.0,830,4045,1.0,0,0,3,6,830,0,1943,0,98106,47.5293,-122.351,1100,4116
11665,255000270,20140723T000000,410000.0,3,2.25,1790,5794,1.5,0,0,3,7,1380,410,1985,0,98072,47.7477,-122.171,2140,7769
7462,7129301851,20140923T000000,245000.0,2,1.0,1120,5650,1.0,0,1,3,6,720,400,1904,0,98118,47.5155,-122.255,2160,6480
16232,2215901190,20140528T000000,254000.0,3,2.0,1480,7480,1.0,0,0,4,7,1480,0,1992,0,98038,47.3542,-122.055,1680,7146
4442,2461900375,20150414T000000,685000.0,4,2.5,2770,6000,2.0,0,0,3,8,2400,370,1993,0,98136,47.5536,-122.383,2120,6000
11263,1102001274,20150415T000000,951000.0,3,2.25,3400,12825,1.0,0,1,3,9,3400,0,1961,0,98118,47.5435,-122.26,2510,11574
2073,7452500045,20140805T000000,235000.0,2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000
14204,4305600040,20140505T000000,549000.0,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877
18072,1370803835,20140718T000000,705000.0,2,1.75,2320,6755,1.0,0,0,5,8,1380,940,1946,0,98199,47.6398,-122.403,1990,5000
12192,7466900320,20150304T000000,242000.0,3,1.75,1300,9856,1.0,0,0,4,7,1300,0,1962,0,98003,47.3448,-122.298,1400,9600
6305,1423069102,20150331T000000,430000.0,3,2.5,2000,35438,2.0,0,0,3,7,2000,0,1968,2005,98027,47.4733,-121.994,2000,51836
4104,7230900100,20141215T000000,417000.0,3,1.75,1590,11454,1.0,0,0,4,8,1590,0,1979,0,98056,47.5049,-122.186,1970,9960
6399,2475900840,20150427T000000,258000.0,2,1.0,750,7000,1.0,0,0,3,6,750,0,1932,0,98024,47.5655,-121.89,1100,8777
7405,7852190290,20150303T000000,564000.0,4,2.5,2870,6658,2.0,0,0,3,8,2870,0,2004,0,98065,47.5394,-121.878,2770,6658
5673,7334501410,20141121T000000,299500.0,4,2.25,1600,15312,1.0,0,0,4,7,1080,520,1979,0,98045,47.4629,-121.743,1620,12375
1734,913000340,20150102T000000,252000.0,1,1.0,680,1638,1.0,0,4,1,6,680,0,1910,1992,98116,47.5832,-122.399,1010,3621
930,3395070640,20140902T000000,300000.0,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,2533
2062,4083800340,20150402T000000,462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800
16518,4154302045,20150316T000000,376000.0,2,1.0,880,2400,1.0,0,0,3,6,760,120,1918,0,98118,47.5643,-122.275,1180,6300
21146,7708210050,20140610T000000,525000.0,5,2.75,2880,8364,2.0,0,0,3,9,2880,0,2006,0,98059,47.4893,-122.147,3010,8296
13537,9505100035,20141105T000000,200000.0,2,1.0,1250,8520,1.0,0,0,3,6,1250,0,1928,0,98126,47.5158,-122.378,1040,8520
4452,9268200300,20140520T000000,490000.0,3,1.0,1910,8190,1.0,0,0,4,7,1010,900,1946,0,98117,47.697,-122.365,1600,5042
19949,7548301044,20140710T000000,342500.0,2,1.5,1320,826,2.0,0,0,3,8,1100,220,2008,0,98144,47.5879,-122.304,1340,1213
20895,9578090180,20150403T000000,850000.0,4,3.0,3070,7150,2.0,0,0,3,9,3070,0,2007,0,98052,47.7079,-122.107,3200,6984
10064,1232002015,20140605T000000,466500.0,3,1.0,1430,3840,1.0,0,0,3,7,950,480,1945,0,98117,47.6847,-122.381,1430,3840
12928,7655900062,20140728T000000,305240.0,3,1.0,1300,9000,1.0,0,0,3,7,1300,0,1956,0,98133,47.7352,-122.337,1500,9600
13296,7893207510,20150506T000000,337500.0,3,1.75,1350,5850,1.0,0,0,4,7,1050,300,1973,0,98198,47.4225,-122.328,1710,7757
5626,4345000170,20150504T000000,210000.0,3,2.75,1320,15236,1.0,0,0,3,7,880,440,1995,0,98030,47.365,-122.184,1490,8351
12732,3241600150,20140505T000000,287000.0,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464
19211,9144300120,20150128T000000,374500.0,3,1.0,960,9531,1.0,0,0,5,7,960,0,1969,0,98072,47.7619,-122.162,1670,9250
9983,3528900160,20141001T000000,655000.0,3,1.0,1370,5250,1.0,0,0,3,7,1070,300,1939,0,98109,47.6421,-122.348,2410,4200
21608,263000018,20140521T000000,360000.0,3,2.5,1530,1131,3.0,0,0,3,8,1530,0,2009,0,98103,47.6993,-122.346,1530,1509
17919,7424700145,20140730T000000,1190000.0,3,3.5,3380,3333,3.0,0,0,3,10,2800,580,2008,0,98122,47.6162,-122.288,2790,5000
4382,5422560900,20140807T000000,450000.0,3,2.25,1960,6500,2.0,0,0,4,8,1960,0,1977,0,98052,47.6642,-122.129,1860,6160
11396,3395040200,20140709T000000,299880.0,3,2.5,1460,3044,2.0,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044
14322,2222039011,20141103T000000,480000.0,5,1.75,2080,217800,1.0,0,0,5,7,2080,0,1963,0,98070,47.3884,-122.404,1670,213008
15702,5230000020,20140630T000000,500000.0,4,3.0,3720,15048,3.0,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144,2020,15180
20600,1438000390,20140804T000000,469995.0,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180
2351,2024059084,20150313T000000,625000.0,4,2.75,2290,21486,1.0,0,2,5,7,2290,0,1963,0,98006,47.5515,-122.189,2540,15936
18727,1721801280,20150304T000000,230000.0,2,0.75,900,3527,1.0,0,0,3,6,900,0,1939,0,98146,47.5083,-122.336,1220,4080
14178,3824100166,20141122T000000,385000.0,4,1.75,1970,10358,1.0,0,0,3,8,1540,430,1977,0,98028,47.7719,-122.255,1900,10358
5617,3880900010,20140604T000000,2400000.0,5,3.25,3410,9088,2.0,0,3,3,9,2760,650,1912,0,98119,47.6285,-122.361,3540,7100
6300,3885805640,20140704T000000,625000.0,3,1.5,1300,7200,1.0,0,0,5,7,1300,0,1960,0,98033,47.6821,-122.196,2280,7200
1262,3904901200,20140818T000000,530000.0,3,2.25,2010,11817,2.0,0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168
10945,6450304260,20140722T000000,294000.0,2,1.0,850,5250,1.0,0,0,4,7,850,0,1950,0,98133,47.731,-122.342,1440,5250
314,4139480200,20141209T000000,1400000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244
7749,4058200985,20140911T000000,472000.0,3,1.75,2180,7200,1.0,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140
19417,3163600076,20140730T000000,152275.0,1,1.0,1020,6871,1.0,0,0,3,6,1020,0,1937,1946,98146,47.5051,-122.338,1260,6933
8422,7950304045,20150331T000000,320000.0,4,2.75,1640,3000,1.0,0,0,3,7,1000,640,1984,0,98118,47.5625,-122.283,1150,4545
11303,6127010890,20150427T000000,663000.0,4,2.5,3570,6246,2.0,0,0,3,7,3570,0,2005,0,98075,47.5927,-122.006,2260,5231
17678,1370801800,20140519T000000,924000.0,3,1.5,2200,5000,1.5,0,0,3,9,2200,0,1932,0,98199,47.6404,-122.408,2860,5000
8657,798000062,20140801T000000,286000.0,3,1.75,1770,9000,1.0,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.326,1520,21141
10507,9290850060,20141022T000000,910000.0,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610
9560,3904100035,20140508T000000,235000.0,2,1.0,1270,3008,1.0,0,0,4,6,650,620,1923,0,98118,47.5351,-122.279,1270,1514
10434,7979900806,20150311T000000,294950.0,2,1.0,1060,7868,1.0,0,0,3,7,1060,0,1952,0,98155,47.7414,-122.295,1530,10728
9680,8857640710,20140820T000000,479000.0,4,2.5,2590,6139,2.0,0,0,3,8,2590,0,2001,0,98038,47.3883,-122.035,2410,6139
4445,1858600042,20150429T000000,360000.0,4,3.0,2483,6870,2.0,0,0,3,8,2483,0,2005,0,98030,47.3627,-122.199,1943,6434
8063,1311910300,20150204T000000,260000.0,5,2.25,2320,6375,1.0,0,0,4,7,1270,1050,1967,0,98001,47.3351,-122.282,1760,7600
17863,4379400490,20140710T000000,675000.0,4,2.5,2390,5249,2.0,0,0,3,9,2390,0,2006,0,98074,47.6194,-122.026,2600,5342
5576,1274500170,20150506T000000,227500.0,3,1.0,1150,8848,1.0,0,0,3,7,1150,0,1968,0,98042,47.3626,-122.111,1220,9576
13493,9113200180,20140905T000000,852500.0,4,2.5,3480,6315,2.0,0,0,3,9,2360,1120,2000,0,98052,47.6841,-122.161,3620,5233
3575,6042000090,20141002T000000,525000.0,4,2.5,2520,7731,2.0,0,0,3,9,2520,0,1994,0,98155,47.7709,-122.297,2000,7704
19237,8822900115,20141209T000000,306000.0,2,1.75,1200,2622,1.0,0,0,5,7,800,400,1956,0,98125,47.7175,-122.292,1310,1926
9952,5667100045,20140902T000000,453500.0,3,1.75,1550,7270,1.5,0,0,5,7,1550,0,1953,0,98125,47.72,-122.317,1050,7210
15931,9550201495,20141003T000000,765000.0,3,1.75,2120,5000,2.0,0,0,3,7,1980,140,1920,2010,98103,47.6666,-122.331,2020,5000
9196,1761300100,20140618T000000,279950.0,5,1.75,2150,7171,1.0,0,0,4,7,1460,690,1970,0,98031,47.3952,-122.176,1710,7300
16770,1115750190,20140717T000000,770000.0,3,2.5,3680,35617,1.0,0,0,3,10,2390,1290,1985,0,98052,47.7213,-122.12,3570,35633
2438,824059277,20141215T000000,985000.0,3,3.5,2600,11920,2.0,0,0,5,8,2600,0,1969,0,98004,47.582,-122.194,2430,10050
2986,3860400100,20141121T000000,950000.0,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000
12245,2767601805,20150213T000000,600000.0,2,1.0,1370,5000,1.5,0,0,3,7,1370,0,1905,0,98107,47.6744,-122.383,1500,5000
871,4039300400,20140919T000000,469950.0,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,7910
2757,3520069033,20140623T000000,230000.0,3,1.0,1530,389126,1.5,0,0,4,7,1530,0,1919,0,98022,47.1776,-122.011,1768,42148
19615,7250000065,20140825T000000,338000.0,3,2.0,2440,23512,1.0,0,0,3,6,1640,800,1933,0,98148,47.4594,-122.326,1630,19613
15220,2607760190,20150331T000000,480000.0,4,2.5,2180,9861,2.0,0,2,3,8,2180,0,1997,0,98045,47.4817,-121.802,2390,9761
8347,5113400113,20140619T000000,756000.0,4,2.25,2160,5600,1.0,0,0,5,7,1080,1080,1947,0,98119,47.6442,-122.372,1850,5150
20473,9268850940,20141223T000000,661000.0,4,3.25,2600,2074,2.0,0,0,3,8,2150,450,2011,0,98027,47.5402,-122.028,2510,2074
7719,2781320100,20150309T000000,245000.0,3,1.75,1670,24650,1.0,0,0,4,7,1670,0,1974,0,98022,47.1764,-122.026,1810,19465
10008,4040800260,20140616T000000,418000.0,4,1.5,1220,10580,1.0,0,0,3,7,1220,0,1965,0,98008,47.6205,-122.116,1350,7800
9140,8731900880,20150420T000000,305000.0,4,2.25,2580,8820,1.0,0,0,4,9,1620,960,1967,0,98023,47.3122,-122.376,2140,8400
20279,4187000660,20140618T000000,415000.0,4,2.5,2020,5501,2.0,0,0,3,7,2020,0,2010,0,98059,47.4937,-122.15,2020,5494
1397,2205500400,20140514T000000,542000.0,4,1.75,1900,8250,1.0,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360
13569,9558050450,20150330T000000,479950.0,3,2.5,2780,6000,2.0,0,0,3,9,2780,0,2004,0,98058,47.4569,-122.118,1940,3466
4207,2781250110,20150428T000000,360000.0,4,2.5,2640,7388,2.0,0,0,3,7,2640,0,2003,0,98038,47.3505,-122.027,2640,6383
15030,2222049108,20140918T000000,227000.0,3,1.0,1130,10018,1.0,0,0,4,6,1130,0,1954,0,98032,47.3733,-122.275,1770,7700
18570,7234601541,20140728T000000,651000.0,3,3.0,2260,1834,2.0,0,0,3,8,1660,600,2002,0,98122,47.6111,-122.308,2260,1834
21218,5700000446,20141029T000000,465000.0,3,1.75,1590,1322,2.0,0,0,3,8,1060,530,2014,0,98144,47.5753,-122.294,1530,5400
10686,7227502075,20150409T000000,410000.0,4,2.5,2070,6180,2.0,0,0,3,8,2070,0,2007,0,98056,47.4915,-122.183,1250,6018
17815,6788201781,20140605T000000,886000.0,4,2.0,2660,3900,1.5,0,0,4,7,1480,1180,1923,0,98112,47.6398,-122.306,2350,3900
17183,7559600430,20141111T000000,640000.0,5,2.5,3220,4759,2.0,0,0,3,8,3220,0,2003,0,98075,47.5957,-122.032,2550,4759
21008,9274200322,20140820T000000,580000.0,3,2.5,1740,1236,3.0,0,2,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280
19452,3980300371,20140926T000000,142000.0,0,0.0,290,20875,1.0,0,0,1,1,290,0,1963,0,98024,47.5308,-121.888,1620,22850
12755,9269200540,20140819T000000,429000.0,3,1.75,2520,5043,1.0,0,0,3,8,1260,1260,1957,0,98126,47.5339,-122.372,1360,4920
16512,4137010010,20150416T000000,324900.0,3,2.25,2080,9740,2.0,0,0,3,8,2080,0,1988,0,98092,47.261,-122.219,2080,8705
9803,5145100310,20150307T000000,305000.0,3,1.0,910,8008,1.0,0,0,3,7,910,0,1971,0,98034,47.726,-122.22,1480,7404
10244,1689401230,20140625T000000,1355000.0,3,1.5,2680,4775,2.0,0,2,5,8,1880,800,1913,0,98109,47.6333,-122.347,2280,5947
765,3575200070,20141104T000000,560000.0,3,2.25,2060,31400,2.0,0,0,3,8,2060,0,1984,0,98074,47.6216,-122.056,2160,34500
9958,7888700030,20140825T000000,605000.0,3,2.5,2960,18600,2.0,0,0,3,8,2960,0,1979,0,98166,47.4358,-122.344,2740,15681
21599,7202300110,20140915T000000,810000.0,4,3.0,3990,7838,2.0,0,0,3,9,3990,0,2003,0,98053,47.6857,-122.046,3370,6814
5433,3885808005,20150305T000000,1740000.0,5,3.25,3930,5500,2.0,0,0,3,9,2910,1020,2014,0,98033,47.6802,-122.208,2040,5115
